numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07299;20170201150000;101640;-80;5;330;3.800000;278.250000;277.950000;98;500;45;4;4;101;9;mq;62;61;60;98310;mq;mq;-50;mq;mq;mq;mq;273.950000;mq;mq;4.800000;4.800000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;0.200000;1.200000;15.200000;mq;mq;mq;mq;9;59;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20170201150000;101180;-90;6;180;3.500000;283.550000;282.350000;92;7000;25;2;2;90;7;800;35;mq;mq;100900;mq;mq;-120;mq;mq;mq;mq;mq;mq;mq;5.200000;6.500000;-10;1;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;4;6;700;3;8;1000;mq;mq;mq;mq;mq;mq;
07335;20170201150000;101180;-110;6;200;5.100000;286.350000;281.850000;74;24180;0;mq;mq;mq;1;450;mq;mq;mq;99750;mq;mq;-250;mq;mq;mq;mq;277.750000;mq;mq;6.500000;8.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;570;4;mq;2220;5;mq;3120;mq;mq;mq;
07434;20170201150000;101320;-120;8;180;4.700000;283.250000;280.850000;85;33640;0;mq;mq;100;8;1750;mq;mq;mq;96560;mq;mq;-170;mq;mq;mq;mq;277.350000;mq;mq;7.000000;7.000000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;0.200000;0.200000;mq;mq;mq;mq;7;mq;1740;8;mq;2280;mq;mq;mq;mq;mq;mq;
07460;20170201150000;101320;-50;5;210;0.500000;287.450000;280.250000;62;56960;0;mq;mq;100;8;4320;mq;mq;mq;97500;mq;mq;-150;mq;mq;mq;mq;276.950000;mq;mq;1.600000;4.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;4320;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20170201150000;mq;-50;5;160;3.800000;282.250000;277.850000;74;20000;0;mq;mq;mq;5;7380;mq;mq;mq;91900;mq;779;-100;mq;mq;mq;mq;272.250000;mq;mq;5.900000;6.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;7380;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20170201150000;101500;-40;5;160;6.200000;287.650000;280.450000;62;40000;2;0;0;40;1;800;31;20;11;98670;mq;mq;-160;mq;mq;mq;mq;mq;mq;mq;9.700000;15.000000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;800;3;0;7500;mq;mq;mq;mq;mq;mq;
07510;20170201150000;101240;-190;6;240;3.400000;290.550000;281.450000;55;53320;0;mq;mq;100;6;1250;mq;mq;mq;100670;mq;mq;-140;mq;mq;mq;mq;277.450000;mq;mq;6.100000;6.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.400000;0.400000;0.400000;mq;mq;mq;mq;6;mq;1350;6;mq;1620;7;mq;2160;mq;mq;mq;
07535;20170201150000;101350;-150;8;160;1.600000;289.350000;281.350000;59;20000;0;mq;mq;100;8;5640;mq;mq;mq;98300;mq;mq;-130;mq;mq;mq;mq;275.550000;mq;mq;3.800000;3.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;5640;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20170201150000;101570;-80;5;130;5.000000;282.350000;279.050000;80;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93280;mq;mq;-80;mq;mq;mq;mq;279.450000;mq;mq;7.100000;8.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20170201150000;101750;-100;6;180;1.400000;285.550000;282.750000;83;18550;0;mq;mq;mq;mq;mq;mq;mq;mq;100860;mq;mq;-140;mq;mq;mq;mq;281.150000;mq;mq;2.400000;3.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20170201150000;mq;-100;5;210;3.400000;284.550000;277.550000;62;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;91630;mq;1498;-220;mq;mq;mq;mq;275.450000;mq;mq;5.600000;6.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20170201150000;101260;-170;6;100;2.800000;290.450000;279.650000;49;60000;0;mq;mq;100;8;2250;mq;mq;mq;100560;mq;mq;-90;mq;mq;mq;mq;278.850000;mq;mq;3.800000;3.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;mq;2340;7;mq;2700;8;mq;3240;mq;mq;mq;
07621;20170201150000;101220;-130;6;30;3.300000;290.150000;276.050000;39;58590;0;mq;mq;mq;2;5160;mq;mq;mq;97010;mq;mq;-90;mq;mq;mq;mq;276.850000;mq;mq;6.000000;6.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;5160;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20170201150000;101360;-70;5;310;1.500000;287.550000;276.050000;46;20000;0;mq;mq;mq;0;mq;mq;mq;mq;96520;mq;mq;-50;mq;mq;mq;mq;274.550000;mq;mq;2.300000;3.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20170201150000;101430;-100;6;140;6.200000;287.150000;281.350000;68;21730;0;mq;mq;mq;0;mq;mq;mq;mq;99650;mq;mq;-130;mq;mq;mq;mq;278.850000;mq;mq;8.500000;9.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20170201150000;101730;-100;5;110;3.800000;286.150000;283.650000;85;34120;1;2;2;100;7;450;38;mq;mq;101630;mq;mq;-80;mq;mq;mq;mq;283.750000;mq;mq;5.700000;6.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.400000;2.200000;mq;mq;mq;mq;1;8;450;4;6;960;7;6;1400;mq;mq;mq;
07650;20170201150000;101790;-90;5;130;5.600000;288.150000;282.050000;67;50280;0;mq;mq;mq;1;800;mq;mq;mq;101410;mq;mq;-80;mq;mq;mq;mq;282.050000;mq;mq;7.500000;8.600000;-10;0;0.000000;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;1;mq;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20170201150000;101880;-70;5;140;2.800000;287.050000;284.050000;82;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;100280;mq;mq;-50;mq;mq;mq;mq;mq;mq;mq;4.400000;4.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20170201150000;101880;0;5;210;6.400000;287.350000;284.550000;83;50000;3;2;2;90;6;450;38;20;12;101570;mq;mq;-10;mq;mq;mq;mq;279.850000;mq;mq;7.700000;8.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;8;330;6;6;1400;2;0;7500;mq;mq;mq;
07747;20170201150000;101570;-120;6;40;1.900000;286.950000;281.950000;72;15060;0;mq;mq;100;8;800;mq;mq;mq;101040;mq;mq;-100;mq;mq;mq;mq;282.150000;mq;mq;2.800000;2.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;8;mq;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20170201150000;102010;-70;5;240;1.500000;288.450000;282.350000;67;40000;2;0;0;50;0;mq;30;20;11;101900;mq;mq;-170;mq;mq;mq;mq;278.050000;mq;mq;2.100000;3.200000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;4;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20170201150000;102050;-40;5;130;2.700000;287.650000;283.450000;76;40000;2;0;0;40;1;800;35;20;11;101910;mq;mq;-60;mq;mq;mq;mq;278.250000;mq;mq;3.600000;4.500000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;900;3;0;7500;mq;mq;mq;mq;mq;mq;
61972;20170201150000;101030;0;mq;160;6.100000;303.850000;296.250000;64;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100960;mq;mq;40;mq;300.850000;mq;307.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20170201150000;100930;0;mq;110;8.500000;301.350000;297.150000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100850;mq;mq;10;mq;299.950000;mq;304.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;1.600000;1.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20170201150000;101190;120;3;150;2.500000;299.450000;294.650000;75;60000;0;mq;mq;100;8;2250;mq;mq;mq;101040;mq;mq;80;mq;mq;mq;mq;mq;mq;mq;3.500000;4.100000;-10;mq;mq;mq;mq;0.000000;0.400000;0.400000;0.800000;0.800000;mq;mq;mq;mq;8;mq;2280;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20170201150000;100430;90;1;330;7.200000;281.850000;281.750000;99;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98680;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;10.300000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20170201150000;102080;140;3;70;4.100000;278.550000;272.750000;66;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101710;mq;mq;650;mq;mq;mq;mq;mq;mq;mq;mq;5.700000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20170201150000;101000;70;3;330;2.200000;302.650000;296.850000;71;20000;0;1;1;mq;2;800;mq;mq;mq;100920;mq;mq;30;mq;mq;mq;mq;mq;mq;mq;4.200000;4.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.600000;0.800000;0.800000;mq;mq;mq;mq;2;mq;960;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20170201150000;101460;20;0;60;4.800000;270.250000;265.550000;70;50000;2;2;2;90;7;1250;35;mq;mq;101370;mq;mq;1210;mq;mq;mq;mq;271.850000;mq;mq;6.400000;6.800000;-10;16;0.010000;0.000000;-30;-0.100000;-0.100000;-0.100000;-0.100000;0.800000;mq;mq;mq;mq;7;6;1200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20170201150000;101860;0;0;100;5.300000;300.450000;293.050000;64;53450;mq;mq;mq;mq;mq;mq;mq;mq;mq;101770;mq;mq;-50;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.400000;5.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20170201150000;101870;100;0;90;8.200000;297.550000;293.250000;77;60000;mq;mq;mq;mq;mq;mq;mq;mq;mq;101780;mq;mq;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-0.100000;5.100000;5.500000;5.700000;6.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20170201150000;101360;10;mq;60;3.700000;302.250000;296.250000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101300;mq;mq;-60;mq;296.450000;mq;304.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;2.000000;10.100000;10.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20170201150000;101380;-40;8;50;8.500000;301.750000;295.950000;71;14000;0;mq;mq;100;8;800;mq;mq;mq;101290;mq;mq;-40;mq;mq;mq;mq;298.050000;mq;mq;12.700000;12.700000;-10;mq;mq;mq;mq;0.000000;0.000000;1.200000;1.200000;1.800000;mq;mq;mq;mq;6;mq;780;7;mq;1020;8;mq;1200;mq;mq;mq;
81408;20170201150000;101300;10;mq;40;3.400000;302.450000;296.150000;69;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101230;mq;mq;-50;mq;296.950000;mq;302.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.400000;17.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20170201150000;101380;10;mq;70;2.800000;299.450000;296.750000;85;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100180;mq;mq;-30;mq;296.150000;mq;305.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;9.200000;10.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20170201150000;98470;40;3;80;11.300000;274.450000;267.750000;61;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;97950;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;22.600000;29.300000;-30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20170201180000;100890;10;3;170;3.000000;282.950000;281.750000;92;8270;0;mq;mq;mq;mq;mq;mq;mq;mq;100020;mq;mq;-630;281.750000;mq;283.350000;mq;280.850000;mq;mq;5.200000;6.300000;-10;mq;0.000000;mq;mq;0.200000;1.000000;3.400000;3.400000;4.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20170201180000;100930;-30;6;170;5.000000;281.350000;280.950000;97;5320;0;mq;mq;100;8;150;mq;mq;mq;100360;mq;mq;-700;279.250000;mq;281.650000;mq;278.250000;mq;mq;7.700000;7.700000;-10;2;0.000000;mq;mq;0.600000;1.600000;1.800000;1.800000;1.800000;mq;mq;mq;mq;8;mq;150;mq;8;mq;mq;mq;mq;mq;mq;mq;
07020;20170201180000;100450;-30;6;180;10.800000;284.050000;281.450000;84;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;100350;mq;mq;-680;282.250000;mq;284.750000;mq;mq;mq;mq;17.700000;17.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;1.200000;3.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20170201180000;100770;10;3;170;4.200000;282.650000;281.250000;91;11310;0;mq;mq;mq;1;800;mq;mq;mq;99960;mq;mq;-530;282.650000;mq;284.950000;mq;279.950000;mq;mq;6.800000;6.800000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.200000;0.800000;1.200000;mq;mq;mq;mq;1;mq;630;3;mq;3600;mq;mq;mq;mq;mq;mq;
07037;20170201180000;100930;30;0;170;4.200000;282.250000;281.650000;96;7570;0;mq;mq;90;7;450;mq;mq;mq;99100;mq;mq;-530;281.950000;mq;282.650000;mq;281.150000;mq;mq;6.700000;7.700000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;3.600000;4.000000;4.800000;mq;mq;mq;mq;6;mq;330;7;mq;720;mq;mq;mq;mq;mq;mq;
07072;20170201180000;101170;10;3;150;2.600000;282.650000;281.750000;94;17630;60;mq;mq;100;8;1750;mq;mq;mq;100020;mq;mq;-470;278.150000;mq;284.650000;mq;277.050000;mq;mq;4.400000;6.600000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;1920;8;mq;2280;mq;mq;mq;mq;mq;mq;
07110;20170201180000;100330;-30;8;190;10.000000;284.150000;283.950000;99;5570;0;mq;mq;100;8;150;mq;mq;mq;99160;mq;mq;-720;281.550000;mq;284.750000;mq;mq;mq;mq;14.000000;15.900000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;1.000000;1.000000;8.300000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20170201180000;100350;-30;8;130;4.900000;284.550000;283.450000;93;16000;60;6;2;100;8;450;35;mq;mq;99660;mq;mq;-720;281.750000;mq;286.950000;mq;mq;mq;mq;9.200000;9.900000;-10;mq;mq;mq;mq;-0.100000;-0.100000;0.200000;0.200000;2.400000;mq;mq;mq;mq;3;7;500;5;6;800;mq;mq;mq;mq;mq;mq;
07130;20170201180000;100810;10;1;190;6.300000;284.550000;282.650000;88;18320;0;mq;mq;100;8;450;mq;mq;mq;100370;mq;mq;-470;283.150000;mq;286.350000;mq;282.450000;mq;mq;9.200000;10.500000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;0.400000;1.000000;1.600000;mq;mq;mq;mq;7;mq;420;8;mq;630;mq;mq;mq;mq;mq;mq;
07139;20170201180000;100980;10;1;190;3.200000;282.650000;282.050000;96;3900;10;mq;mq;100;8;250;mq;mq;mq;99240;mq;mq;-430;281.250000;mq;282.650000;mq;279.650000;mq;mq;5.300000;5.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.200000;2.400000;2.600000;mq;mq;mq;mq;1;mq;240;4;mq;420;7;mq;600;mq;mq;mq;
07149;20170201180000;101140;80;3;210;5.000000;284.050000;281.050000;82;18430;3;2;2;100;7;450;35;mq;mq;100060;mq;mq;-400;281.250000;mq;285.750000;mq;mq;mq;mq;8.400000;8.400000;-10;0;0.000000;0.000000;-60;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;7;6;440;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20170201180000;101250;50;3;150;2.300000;284.150000;281.350000;83;20000;0;mq;mq;100;8;1750;mq;mq;mq;99830;mq;mq;-350;280.650000;mq;286.650000;mq;279.650000;mq;mq;3.300000;3.800000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;0.400000;mq;mq;mq;mq;7;mq;1800;8;mq;2340;mq;mq;mq;mq;mq;mq;
07181;20170201180000;101400;-20;6;180;3.500000;281.050000;280.950000;99;6680;0;mq;mq;75;6;3720;mq;mq;mq;97290;mq;mq;-250;274.650000;mq;281.050000;mq;274.650000;mq;mq;4.500000;5.300000;-10;mq;mq;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;4;mq;3720;6;mq;4560;6;mq;5460;mq;mq;mq;
07190;20170201180000;101680;0;4;230;1.100000;275.950000;275.550000;97;1530;10;mq;mq;100;8;80;mq;mq;mq;99810;mq;mq;-140;274.650000;mq;276.550000;mq;273.750000;mq;mq;1.500000;1.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;8;mq;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20170201180000;100790;-20;8;210;10.500000;284.550000;282.650000;88;15000;2;2;mq;90;7;450;36;22;mq;100270;mq;mq;-480;283.450000;mq;285.250000;mq;mq;mq;mq;12.900000;14.500000;-10;1;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;2.200000;mq;mq;mq;mq;2;7;300;5;4;2500;mq;mq;mq;mq;mq;mq;
07222;20170201180000;101020;20;3;200;3.300000;283.950000;282.550000;91;26150;0;mq;mq;90;7;800;mq;mq;mq;100710;mq;mq;-280;281.950000;mq;287.450000;mq;280.850000;mq;mq;4.200000;5.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.800000;2.600000;mq;mq;mq;mq;1;mq;630;3;mq;840;7;mq;1020;mq;mq;mq;
07240;20170201180000;101140;10;1;180;3.100000;283.750000;281.150000;84;16250;0;mq;mq;mq;3;2250;mq;mq;mq;99790;mq;mq;-320;278.550000;mq;285.950000;mq;277.050000;mq;mq;4.600000;6.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;2;mq;2160;3;mq;2520;mq;mq;mq;mq;mq;mq;
07255;20170201180000;101320;90;3;180;3.300000;283.650000;279.750000;77;20000;0;mq;mq;100;8;3060;mq;mq;mq;99330;mq;mq;-240;276.350000;mq;286.850000;mq;276.050000;mq;mq;4.700000;4.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;3060;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20170201180000;101480;50;3;0;0.000000;281.750000;280.850000;94;4660;10;mq;mq;100;8;3960;mq;mq;mq;98740;mq;mq;-230;278.050000;mq;285.650000;mq;274.950000;mq;mq;0.700000;2.200000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;3960;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20170201180000;101690;30;3;310;0.700000;276.650000;276.550000;99;40;45;4;4;101;9;mq;62;61;60;98340;mq;mq;-100;274.650000;mq;280.950000;mq;273.950000;mq;mq;1.500000;2.100000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.200000;9.500000;mq;mq;mq;mq;9;59;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20170201180000;101190;10;3;170;3.200000;282.250000;281.150000;93;12000;2;2;mq;75;6;800;31;25;mq;100910;mq;mq;-180;281.650000;mq;284.550000;mq;mq;mq;mq;4.300000;5.100000;-10;1;mq;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;4;8;700;2;3;2000;mq;mq;mq;mq;mq;mq;
07335;20170201180000;101220;30;3;170;3.000000;284.550000;281.450000;81;19670;0;mq;mq;90;7;2250;mq;mq;mq;99780;mq;mq;-230;280.650000;mq;286.950000;mq;279.250000;mq;mq;4.200000;5.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;2400;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20170201180000;101380;50;3;170;3.600000;283.250000;280.650000;84;32930;0;mq;mq;100;5;1250;mq;mq;mq;96610;mq;mq;-190;279.150000;mq;285.150000;mq;277.350000;mq;mq;5.500000;5.800000;-10;1;0.000000;mq;mq;-0.100000;0.200000;0.200000;0.200000;0.400000;mq;mq;mq;mq;5;mq;1410;7;mq;1740;8;mq;2100;mq;mq;mq;
07460;20170201180000;101410;60;3;190;2.900000;285.150000;279.450000;68;40730;0;mq;mq;100;8;3960;mq;mq;mq;97560;mq;mq;-170;280.250000;mq;287.650000;mq;277.150000;mq;mq;4.900000;4.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;3960;8;mq;4560;mq;mq;mq;mq;mq;mq;
07471;20170201180000;mq;50;3;200;1.200000;277.150000;275.150000;87;20000;0;mq;mq;90;1;800;mq;mq;mq;91950;mq;784;-170;273.350000;mq;284.850000;mq;272.250000;mq;mq;2.700000;5.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;600;5;mq;5580;7;mq;6780;mq;mq;mq;
07481;20170201180000;101560;30;3;140;3.700000;285.150000;279.450000;68;40000;2;2;2;90;2;mq;30;23;12;98700;mq;mq;-200;281.650000;mq;288.550000;mq;mq;mq;mq;6.400000;10.200000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;3;4200;7;0;7000;mq;mq;mq;mq;mq;mq;
07510;20170201180000;101300;50;2;160;1.800000;285.050000;279.950000;71;21250;0;mq;mq;mq;2;1750;mq;mq;mq;100720;mq;mq;-140;280.350000;mq;290.850000;mq;277.450000;mq;mq;2.200000;2.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.400000;0.400000;mq;mq;mq;mq;2;mq;1860;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20170201180000;101480;80;3;150;2.700000;285.350000;281.050000;75;20000;0;mq;mq;90;7;800;mq;mq;mq;98380;mq;mq;-140;280.350000;mq;289.450000;mq;276.150000;mq;mq;4.200000;4.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;960;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20170201180000;101610;0;5;130;5.600000;281.150000;279.650000;90;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93280;mq;mq;-140;280.650000;mq;283.050000;mq;279.450000;mq;mq;8.400000;10.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20170201180000;101760;10;3;170;2.200000;284.750000;282.450000;86;14570;0;mq;mq;mq;mq;mq;mq;mq;mq;100870;mq;mq;-180;282.750000;mq;285.650000;mq;281.650000;mq;mq;3.100000;3.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20170201180000;mq;160;3;230;0.700000;281.750000;276.950000;72;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;91790;mq;1506;-80;277.150000;mq;285.550000;mq;275.450000;mq;mq;1.500000;2.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20170201180000;101310;40;2;90;1.300000;286.250000;280.650000;69;57770;0;mq;mq;100;8;2580;mq;mq;mq;100600;mq;mq;-110;277.750000;mq;291.350000;mq;278.850000;mq;mq;1.900000;2.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;2580;mq;mq;mq;mq;mq;mq;mq;mq;mq;
